iter	Logloss
270	0.5931758248
271	0.5931212446
272	0.5930891644
273	0.5930808681
274	0.5930668146
275	0.5930531104
276	0.5930392524
277	0.592981817
278	0.5929364649
279	0.5929231784
280	0.5928512571
281	0.5928216546
282	0.5928145462
283	0.5927911981
284	0.5927805561
285	0.5927627268
286	0.5927562033
287	0.5927476438
288	0.5927417824
289	0.5927267468
290	0.5927177174
291	0.5927048082
292	0.5926963231
293	0.5926888151
294	0.5926788014
295	0.5926412525
296	0.5926136929
297	0.592607678
298	0.5926020497
299	0.5925945111
300	0.5925655593
301	0.5925547714
302	0.592547523
303	0.5924708478
304	0.5924579118
305	0.592439331
306	0.5924287113
307	0.5923837479
308	0.5923461491
309	0.5923342732
310	0.5923205447
311	0.5923114402
312	0.5922782209
313	0.5922644568
314	0.5922268671
315	0.5921976593
316	0.5921797069
317	0.59215043
318	0.5921404088
319	0.5921130929
320	0.5921017585
321	0.5920948235
322	0.5920889648
323	0.5920761925
324	0.5920671543
325	0.592058378
326	0.5920211361
327	0.5920120384
328	0.5920046738
329	0.5919787079
330	0.5919478938
331	0.5919398353
332	0.5919303696
333	0.5918611862
334	0.5918556442
335	0.5918347285
336	0.5918131153
337	0.5918024414
338	0.5917775021
339	0.5917671153
340	0.5917582594
341	0.5917492941
342	0.5917260034
343	0.591717774
344	0.5917041959
345	0.5916517398
346	0.5916432533
347	0.5916417879
348	0.5916219098
349	0.5915904902
350	0.5915687831
351	0.5915600522
352	0.5915294949
353	0.5915069639
354	0.591486414
355	0.5914798875
356	0.5914609621
357	0.5914507856
358	0.5914444167
359	0.5913964381
360	0.5913895993
361	0.5913645995
362	0.5913068088
363	0.5912880822
364	0.5912611508
365	0.5912532167
366	0.5912376096
367	0.5912258417
368	0.5912110632
369	0.5911979536
370	0.5911762584
371	0.5911643481
372	0.5911431481
373	0.5911295429
374	0.5911135756
375	0.591100971
376	0.591087239
377	0.5910653449
378	0.5910574978
379	0.5910374674
380	0.5910298431
381	0.5910178106
382	0.591008319
383	0.5909899926
384	0.5909799902
385	0.5909183176
386	0.5909017858
387	0.5908554396
388	0.5908096274
389	0.5907564242
390	0.5907509817
391	0.5907184533
392	0.5906579116
393	0.5906497955
394	0.5906284636
395	0.5906135838
396	0.5906075895
397	0.5905976916
398	0.5905850887
399	0.5905631962
400	0.5905027384
401	0.5904774416
402	0.5904587754
403	0.5904525724
404	0.5904412006
405	0.590402871
406	0.5903849723
407	0.5903661548
408	0.5903525225
409	0.5903377488
410	0.5903250839
411	0.5903171988
412	0.5902866658
413	0.590265298
414	0.5902389584
415	0.590229031
416	0.5902177133
417	0.5902012218
418	0.5901476355
419	0.5901173963
420	0.5900984975
421	0.590083659
422	0.590066176
423	0.590056314
424	0.5900210327
425	0.5899662751
426	0.5899573995
427	0.5899480588
428	0.5899216407
429	0.5899011861
430	0.5898754205
431	0.5898587163
432	0.5898534423
433	0.5898433264
434	0.589832411
435	0.5898099636
436	0.5897754731
437	0.5897535696
438	0.5897439539
439	0.5897053281
440	0.5896964136
441	0.5896830913
442	0.5896573765
443	0.5896475361
444	0.589639613
445	0.5896169568
446	0.5895991064
447	0.5895786475
448	0.5895365932
449	0.5894890698
450	0.5894369078
451	0.5894182348
452	0.5893811462
453	0.5893698185
454	0.5893607527
455	0.5893247199
456	0.5893018947
457	0.5892737327
458	0.5892658192
459	0.5892370496
460	0.5891915939
461	0.5891761029
462	0.5891655147
463	0.5891416778
464	0.5891174233
465	0.5890787275
466	0.5890658888
467	0.5890140606
468	0.5890000729
469	0.5889679515
470	0.5889450481
471	0.5889257854
472	0.5889054171
473	0.588890867
474	0.5888822054
475	0.58886317
476	0.5888415031
477	0.5888084661
478	0.5887961918
479	0.5887748189
480	0.5887586449
481	0.5887418684
482	0.5887310962
483	0.5886760853
484	0.588662218
485	0.5886514151
486	0.5886369688
487	0.5886045623
488	0.5885456394
489	0.5885337499
490	0.588506757
491	0.5884752857
492	0.5884226009
493	0.5883967418
494	0.58838644
495	0.5883544281
496	0.5883444495
497	0.5883240375
498	0.5883109823
499	0.5882956186
500	0.5882804145
501	0.5882589268
502	0.5882451441
503	0.5882311312
504	0.5882169832
505	0.5882036778
506	0.5881796657
507	0.5881691301
508	0.5881202074
509	0.5880966414
510	0.5880811098
511	0.5880671403
512	0.5880535809
513	0.5880446966
514	0.5880272731
515	0.5880182339
516	0.5880044795
517	0.587958472
518	0.5879431446
519	0.5878996828
520	0.5878861482
521	0.5878709317
522	0.5878474721
523	0.5878201581
524	0.5877986278
525	0.5877859877
526	0.5877341359
527	0.5877194505
528	0.5877062183
529	0.5876997449
530	0.5876851132
531	0.5876752295
532	0.5876637158
533	0.5876089742
534	0.5875978258
535	0.5875463715
536	0.5875373479
537	0.5875116902
538	0.5874905957
539	0.587475559
540	0.5874611502
541	0.5874198295
542	0.587407928
543	0.587389985
544	0.5873579033
545	0.5873491349
546	0.5873363129
547	0.5873260845
548	0.5873114264
549	0.5872987414
550	0.5872896354
551	0.5872691401
552	0.5872415901
553	0.5872236659
554	0.5872118189
555	0.5871966652
556	0.5871585653
557	0.587144887
558	0.587132738
559	0.5871204282
560	0.5870741029
561	0.5870625895
562	0.5870466545
563	0.5870201165
564	0.587006563
565	0.5869951116
566	0.5869823125
567	0.5869724325
568	0.5869400182
569	0.586917088
570	0.5868819858
571	0.5868648453
572	0.5868442171
573	0.5868177734
574	0.5868013717
575	0.5867682725
576	0.5867467825
577	0.5867263709
578	0.5867144945
579	0.5866962704
580	0.5866806534
581	0.5866703129
582	0.5866488876
583	0.5866326939
584	0.5866238916
585	0.5866016121
586	0.5865767065
587	0.5865634475
588	0.5865493927
589	0.5865400702
590	0.586523182
591	0.5865114363
592	0.5864652346
593	0.5864499603
594	0.5864390197
595	0.586411578
596	0.5863920707
597	0.5863774703
598	0.5863356643
599	0.586319051
600	0.5862904826
601	0.5862631528
602	0.5862530546
603	0.5862415354
604	0.5862117169
605	0.5861920926
606	0.5861571858
607	0.5861420502
608	0.5861096501
609	0.5860691421
610	0.5860490602
611	0.5860383529
612	0.5860233613
613	0.5859840746
614	0.5859728551
615	0.5859559516
616	0.5859430285
617	0.5859256945
618	0.5858998704
619	0.5858925839
620	0.5858680855
621	0.5858600219
622	0.5858461975
623	0.5858380703
624	0.585829399
625	0.5858163689
626	0.5858007612
627	0.5857898932
628	0.5857778325
629	0.5857634821
630	0.5857550972
631	0.5857180896
632	0.5857084772
633	0.5856950705
634	0.5856821017
635	0.5856701139
636	0.585634321
637	0.5856240718
638	0.5856100212
639	0.5855978348
640	0.5855875247
641	0.5855675207
642	0.5855578652
643	0.5855452391
644	0.5855346165
645	0.5855230792
646	0.5855134416
647	0.5855039673
648	0.5854946338
649	0.5854833322
650	0.5854598841
651	0.5854472031
652	0.5854392346
653	0.5854244913
654	0.5854136044
655	0.5854007442
656	0.585387869
657	0.5853702111
658	0.5853653265
659	0.585353495
660	0.5853403009
661	0.5853305401
662	0.5853184401
663	0.5853054831
664	0.5852934103
665	0.5852846021
666	0.5852769089
667	0.5852665236
668	0.5852561248
669	0.5852449889
670	0.5852352693
671	0.5852225595
672	0.5852129206
673	0.5851877628
674	0.5851755434
675	0.5851621098
676	0.5851552907
677	0.5851447955
678	0.5851172728
679	0.5851066954
680	0.5850975051
681	0.5850886355
682	0.5850682601
683	0.5850512885
684	0.5850421795
685	0.5850289467
686	0.5850234962
687	0.584990499
688	0.5849585343
689	0.5849501208
690	0.5849399753
691	0.584924296
692	0.5849139912
693	0.5849029853
694	0.5848814234
695	0.5848715996
696	0.5848614233
697	0.5848465164
698	0.5848341979
699	0.5848225087
700	0.5848113613
701	0.5847980234
702	0.5847817171
703	0.5847606477
704	0.5847514407
705	0.5847410701
706	0.5847291651
707	0.5847225974
708	0.584704437
709	0.584695359
710	0.5846846904
711	0.5846733381
712	0.5846628159
713	0.5846539646
714	0.5846354108
715	0.5846293972
716	0.5846205676
717	0.5845846671
718	0.5845682084
719	0.5845593315
720	0.5845484343
721	0.5845359284
722	0.5845095209
723	0.5844997394
724	0.5844793248
725	0.5844619167
726	0.5844361578
727	0.5844198989
728	0.5844080211
729	0.5844035654
730	0.5843956596
731	0.5843811444
732	0.5843633809
733	0.5843523565
734	0.5843433303
735	0.5843223372
736	0.5843043344
737	0.5842959082
738	0.5842850882
739	0.584277234
740	0.5842639728
741	0.5842495159
742	0.584240645
743	0.5842319876
744	0.5842214694
745	0.5842127429
746	0.584201764
747	0.58419298
748	0.5841851047
749	0.5841775049
750	0.5841692777
751	0.5841585933
752	0.584148317
753	0.5841235452
754	0.5841140674
755	0.5841069366
756	0.5840875248
757	0.5840841923
758	0.5840687125
759	0.5840598329
760	0.5840520268
761	0.5840379887
762	0.5840206068
763	0.584012092
764	0.5840044206
765	0.5839965731
766	0.5839854881
767	0.5839777539
768	0.583968145
769	0.5839600285
770	0.5839520955
771	0.5839406376
772	0.5839320661
773	0.5839135676
774	0.5838955887
775	0.5838658332
776	0.5838389672
777	0.5838319238
778	0.5838227941
779	0.5838121713
780	0.5837959642
781	0.5837862565
782	0.5837723436
783	0.5837653094
784	0.5837560626
785	0.5837473286
786	0.5837393895
787	0.5837232078
788	0.5837108737
789	0.5837028417
790	0.5836804575
791	0.5836715668
792	0.5836640536
793	0.5836502778
794	0.5836410712
795	0.5836319173
796	0.5836229885
797	0.5836147706
798	0.5836040327
799	0.5835943448
800	0.5835796466
801	0.583558202
802	0.5835470234
803	0.5835390259
804	0.5835288561
805	0.5835125604
806	0.583494925
807	0.5834854208
808	0.5834773514
809	0.5834706162
810	0.5834599444
811	0.5834487722
812	0.5834410376
813	0.5834316525
814	0.5834185763
815	0.5834125161
816	0.5833878872
817	0.5833776008
818	0.5833692846
819	0.5833587494
820	0.5833498441
821	0.5833391029
822	0.5833228066
823	0.5833147108
824	0.5833057715
825	0.5832899281
826	0.5832813464
827	0.5832714053
828	0.5832660498
829	0.5832537349
830	0.5832468777
831	0.583243234
832	0.5832160572
833	0.5832073393
834	0.5831998788
835	0.5831922204
836	0.5831858291
837	0.5831788468
838	0.5831706201
839	0.5831594064
840	0.5831555827
841	0.5831464414
842	0.5831361982
843	0.5831218497
844	0.5831096567
845	0.5830938905
846	0.5830868313
847	0.5830797854
848	0.5830695105
849	0.5830559012
850	0.5830381662
851	0.5830199327
852	0.5830095713
853	0.5829980974
854	0.5829905336
855	0.5829775225
856	0.5829712335
857	0.5829632945
858	0.5829535732
859	0.5829430707
860	0.5829353349
861	0.582927886
862	0.5829171698
863	0.5829093446
864	0.5828962122
865	0.5828866215
866	0.5828647828
867	0.5828506958
868	0.5828271287
869	0.5828066805
870	0.5827984338
871	0.5827911629
872	0.5827810941
873	0.5827699096
874	0.5827613465
875	0.5827522244
876	0.5827406996
877	0.5827287541
878	0.5827218412
879	0.5827065792
880	0.5826974823
881	0.5826825366
882	0.5826732058
883	0.5826628774
884	0.5826579058
885	0.5826496026
886	0.5826432829
887	0.5826362366
888	0.5826246021
889	0.5826156066
890	0.5826040435
891	0.5825939415
892	0.582587199
893	0.5825741858
894	0.5825651226
895	0.5825568082
896	0.5825508833
897	0.5825429972
898	0.5825343924
899	0.582512364
900	0.5825046185
901	0.5824969224
902	0.5824915998
903	0.5824685728
904	0.5824616782
905	0.5824560156
906	0.5824474017
907	0.5824328062
908	0.58242251
909	0.5824100658
910	0.5823881103
911	0.5823801661
912	0.5823734022
913	0.58236578
914	0.5823575698
915	0.5823481317
916	0.5823396428
917	0.5823307931
918	0.5823208696
919	0.5823131399
920	0.5823053528
921	0.5822969257
922	0.5822888855
923	0.5822809145
924	0.5822713164
925	0.5822660157
926	0.5822548304
927	0.5822476781
928	0.5822367396
929	0.582229829
930	0.5822223706
931	0.5822094141
932	0.5821950206
933	0.5821894255
934	0.582179147
935	0.5821728239
936	0.582159538
937	0.582154371
938	0.5821466382
939	0.5821324473
940	0.5821168917
941	0.5821037891
942	0.5820965081
943	0.5820880269
944	0.5820709019
945	0.5820627976
946	0.5820541639
947	0.5820472267
948	0.5820366987
949	0.5820282431
950	0.5820203022
951	0.5820076102
952	0.5820022768
953	0.5819902025
954	0.5819789892
955	0.5819724976
956	0.5819655631
957	0.5819492068
958	0.5819373644
959	0.5819297252
960	0.5819219864
961	0.5819057368
962	0.5818968968
963	0.581887548
964	0.5818792249
965	0.5818636263
966	0.5818469813
967	0.5818410462
968	0.5818313463
969	0.58182065
970	0.5818108074
971	0.5817951619
972	0.5817883122
973	0.5817799259
974	0.5817704511
975	0.5817609623
976	0.5817541831
977	0.5817431907
978	0.5817342827
979	0.5817233749
980	0.5817121026
981	0.5816996453
982	0.5816905047
983	0.581683212
984	0.581675808
985	0.5816667306
986	0.5816570243
987	0.5816480108
988	0.5816393718
989	0.581631135
990	0.5816247061
991	0.5816181328
992	0.5816098076
993	0.5816025406
994	0.5815938789
995	0.5815852004
996	0.5815696544
997	0.5815602095
998	0.5815522457
999	0.5815376266
1000	0.5815286363
1001	0.5815199389
1002	0.5815092735
1003	0.5814999114
1004	0.5814904711
1005	0.5814793593
1006	0.5814699444
1007	0.5814614784
1008	0.581448204
1009	0.5814434261
1010	0.5814292659
1011	0.5814221003
1012	0.581419262
1013	0.5814082373
1014	0.5814034069
1015	0.5814015806
1016	0.5813924848
1017	0.5813852854
1018	0.5813753669
1019	0.5813664873
1020	0.5813560115
1021	0.5813480568
1022	0.5813405494
1023	0.5813352965
1024	0.5813260807
1025	0.5813156526
1026	0.5813054884
1027	0.5812970728
1028	0.5812878062
1029	0.5812799089
1030	0.5812720004
1031	0.5812663923
1032	0.5812602044
1033	0.5812512668
1034	0.5812440954
1035	0.5812385937
1036	0.5812284353
1037	0.5812194286
1038	0.5812048708
1039	0.5811965777
1040	0.5811861358
1041	0.5811797189
1042	0.5811760719
1043	0.5811620776
1044	0.5811545386
1045	0.5811487131
1046	0.5811414179
1047	0.581136579
1048	0.581128196
1049	0.5811261941
1050	0.5811155699
1051	0.5811070031
1052	0.581098821
1053	0.5810915595
1054	0.5810809551
1055	0.5810703913
1056	0.5810626143
1057	0.5810577253
1058	0.5810487004
1059	0.5810373942
1060	0.5810300163
1061	0.5810201504
1062	0.5810093104
1063	0.5809994767
1064	0.5809925814
1065	0.580985791
1066	0.580976294
1067	0.5809672872
1068	0.5809609374
1069	0.5809552446
1070	0.5809503842
1071	0.580941777
1072	0.580932111
1073	0.5809249166
1074	0.5809155277
1075	0.5809109014
1076	0.5809043912
1077	0.5808972223
1078	0.5808878077
1079	0.5808784288
1080	0.5808657394
1081	0.580852961
1082	0.58084407
1083	0.5808353676
1084	0.5808278606
1085	0.5808192216
1086	0.5808070205
1087	0.5808025675
1088	0.5807964525
1089	0.5807886226
1090	0.5807841713
1091	0.5807692654
1092	0.5807632193
1093	0.5807573741
1094	0.5807489982
1095	0.5807395379
1096	0.5807347272
1097	0.5807278737
1098	0.5807194762
1099	0.5807120346
1100	0.5807014127
1101	0.5806935878
1102	0.5806838643
1103	0.5806722237
1104	0.580663477
1105	0.5806534016
1106	0.5806450284
1107	0.5806372382
1108	0.5806324835
1109	0.5806208092
1110	0.5806080268
1111	0.5805971395
1112	0.5805899069
1113	0.5805769407
1114	0.5805657676
1115	0.5805451297
1116	0.5805356437
1117	0.5805263709
1118	0.5805138164
1119	0.5805120133
1120	0.5804985491
1121	0.5804918085
1122	0.5804836621
1123	0.580474647
1124	0.5804677705
1125	0.5804572481
1126	0.5804461419
1127	0.5804372562
1128	0.5804285589
1129	0.580422895
1130	0.5804169123
1131	0.5804045952
1132	0.5803983701
1133	0.5803913966
1134	0.5803835868
1135	0.580372885
1136	0.5803643221
1137	0.580358369
1138	0.5803508383
1139	0.5803473309
1140	0.5803354962
1141	0.5803295326
1142	0.580321027
1143	0.5803139114
1144	0.5803072632
1145	0.58030007
1146	0.5802903184
1147	0.580280206
1148	0.5802761212
1149	0.5802607677
1150	0.5802504317
1151	0.580246082
1152	0.5802310446
1153	0.5802165081
1154	0.5802100701
1155	0.5802076082
1156	0.5801996521
1157	0.580190337
1158	0.5801861484
1159	0.580178212
1160	0.5801711633
1161	0.580164651
1162	0.5801519466
1163	0.5801435263
1164	0.5801358152
1165	0.5801271265
1166	0.5801216874
1167	0.5801147746
1168	0.5801045693
1169	0.5800985975
1170	0.5800825528
1171	0.5800719568
1172	0.5800577435
1173	0.580044958
1174	0.5800394063
1175	0.5800318908
1176	0.5800229163
1177	0.5800148012
1178	0.5800079131
1179	0.5799992408
1180	0.5799801393
1181	0.5799703482
1182	0.5799617787
1183	0.5799511693
1184	0.5799436842
1185	0.5799349104
1186	0.579928538
1187	0.5799219672
1188	0.5799151397
1189	0.5799006129
1190	0.5798942854
1191	0.5798850965
1192	0.5798769326
1193	0.5798724193
1194	0.5798650843
1195	0.5798579627
1196	0.5798485544
1197	0.5798435951
1198	0.579836615
1199	0.5798243869
1200	0.5798134513
1201	0.579806145
1202	0.5797956318
1203	0.5797875868
1204	0.5797814839
1205	0.5797754325
1206	0.5797683361
1207	0.5797603449
1208	0.5797515783
1209	0.5797439621
1210	0.579737755
1211	0.5797305606
1212	0.579722729
1213	0.5797115258
1214	0.5797039542
1215	0.5796978332
1216	0.5796886269
1217	0.5796802402
1218	0.5796724169
1219	0.5796661133
1220	0.5796577318
1221	0.5796502793
1222	0.5796419836
1223	0.5796334793
1224	0.5796268875
1225	0.579620954
1226	0.5796118973
1227	0.5796061956
1228	0.5795959104
1229	0.5795871977
1230	0.5795817694
1231	0.57957214
1232	0.5795648687
1233	0.5795574365
1234	0.5795497541
1235	0.5795404465
1236	0.5795336667
1237	0.5795263122
1238	0.5795210216
1239	0.5795140403
1240	0.5795064513
1241	0.5794998718
1242	0.5794909043
1243	0.5794847316
1244	0.5794750637
1245	0.5794702003
1246	0.5794577177
1247	0.5794461686
1248	0.579434296
1249	0.5794241474
1250	0.5794191717
1251	0.5794116852
1252	0.5793995804
1253	0.5793912827
1254	0.5793845963
1255	0.579375862
1256	0.5793681965
1257	0.5793597594
1258	0.5793504511
1259	0.5793432195
1260	0.5793370134
1261	0.5793294591
1262	0.5793185111
1263	0.5793152159
1264	0.5793119934
1265	0.5793011385
1266	0.5792919132
1267	0.5792838371
1268	0.5792773614
1269	0.5792689085
1270	0.5792606934
1271	0.5792500966
1272	0.5792429652
1273	0.5792351923
1274	0.579228424
1275	0.579220093
1276	0.5792140728
1277	0.5792051457
1278	0.5791986039
1279	0.5791862357
1280	0.5791823392
1281	0.5791746825
1282	0.5791673286
1283	0.5791591621
1284	0.5791553064
1285	0.5791488709
1286	0.5791423377
1287	0.579138939
1288	0.5791324235
1289	0.5791269662
1290	0.5791208902
1291	0.5791140239
1292	0.579106679
1293	0.5791009373
1294	0.5790942945
1295	0.5790879416
1296	0.5790793053
1297	0.5790711557
1298	0.5790591287
1299	0.5790542769
1300	0.5790458801
1301	0.5790383987
1302	0.5790343061
1303	0.5790295727
1304	0.57902031
1305	0.5790108017
1306	0.5790028134
1307	0.5789931312
1308	0.5789862024
1309	0.5789842346
1310	0.5789785851
1311	0.5789697738
1312	0.5789630765
1313	0.5789567326
1314	0.5789507458
1315	0.5789410776
1316	0.5789316605
1317	0.5789219684
1318	0.5789102775
1319	0.5789019111
1320	0.5788955259
1321	0.5788890083
1322	0.5788801762
1323	0.5788706899
1324	0.578865812
1325	0.5788567164
1326	0.5788485504
1327	0.578842253
1328	0.5788333622
1329	0.5788233411
1330	0.5788145008
1331	0.5788108794
1332	0.5788009111
1333	0.5787979213
1334	0.5787909529
1335	0.578785235
1336	0.5787769088
1337	0.5787668894
1338	0.5787633676
1339	0.5787547532
1340	0.5787427274
1341	0.5787344904
1342	0.5787304522
1343	0.5787220493
1344	0.5787181554
1345	0.5787104826
1346	0.5787056026
1347	0.5786972164
1348	0.5786900901
1349	0.5786807135
1350	0.5786726991
1351	0.5786654748
1352	0.5786588746
1353	0.5786536672
1354	0.5786471805
1355	0.5786422517
1356	0.578639806
1357	0.5786334086
1358	0.5786248185
1359	0.5786171685
1360	0.5786127467
1361	0.578600763
1362	0.5785936943
1363	0.5785876508
1364	0.578580477
1365	0.5785727216
1366	0.5785678816
1367	0.5785624341
1368	0.57855493
1369	0.5785461352
1370	0.5785372856
1371	0.5785318506
1372	0.578522264
1373	0.5785165459
1374	0.5785106654
1375	0.5785020368
1376	0.5784958235
1377	0.578488958
1378	0.5784832261
1379	0.5784761207
1380	0.5784702559
1381	0.5784668475
1382	0.5784590779
1383	0.5784536432
1384	0.5784481204
1385	0.578442445
1386	0.5784375228
1387	0.5784360867
1388	0.5784320609
1389	0.5784253223
1390	0.5784119695
1391	0.5784031353
1392	0.5783948116
1393	0.5783866697
1394	0.5783807167
1395	0.5783711437
1396	0.5783637134
1397	0.5783575011
1398	0.5783519727
1399	0.5783453446
1400	0.5783390863
1401	0.578333124
1402	0.5783243056
1403	0.5783141304
1404	0.5783071068
1405	0.5782994076
1406	0.5782921264
1407	0.5782858964
1408	0.5782805137
1409	0.5782732214
1410	0.5782719273
1411	0.5782618351
1412	0.5782543053
1413	0.57824903
1414	0.5782438228
1415	0.5782403812
1416	0.5782345672
1417	0.5782257803
1418	0.5782202561
1419	0.5782159188
1420	0.5782076998
1421	0.5781985185
1422	0.57819242
1423	0.5781858085
1424	0.5781762189
1425	0.5781703364
1426	0.5781632181
1427	0.5781575576
1428	0.5781498067
1429	0.5781409855
1430	0.5781315653
1431	0.5781244268
1432	0.5781169995
1433	0.5781096222
1434	0.5781030411
1435	0.5780956753
1436	0.5780891459
1437	0.578079677
1438	0.5780712967
1439	0.57806271
1440	0.5780552941
1441	0.5780475533
1442	0.5780389582
1443	0.5780293946
1444	0.5780245553
1445	0.5780156398
1446	0.5780074938
1447	0.57799961
1448	0.5779934124
1449	0.5779872502
1450	0.5779796134
1451	0.5779726971
1452	0.5779662555
1453	0.5779572645
1454	0.5779478274
1455	0.5779410225
1456	0.577936369
1457	0.5779283647
1458	0.5779230025
1459	0.5779179253
1460	0.577911541
1461	0.5779054276
1462	0.577897983
1463	0.5778937292
1464	0.5778871753
1465	0.577879196
1466	0.5778704135
1467	0.5778632915
1468	0.5778579072
1469	0.5778492772
1470	0.5778412864
1471	0.5778351842
1472	0.5778298608
1473	0.5778227611
1474	0.5778146975
1475	0.5778086645
1476	0.5778027037
1477	0.5777978555
1478	0.5777941724
1479	0.5777849564
1480	0.577779961
1481	0.5777663815
1482	0.5777579162
1483	0.5777470962
1484	0.5777424561
1485	0.5777344487
1486	0.5777262596
1487	0.5777185342
1488	0.577712585
1489	0.5777038742
1490	0.5776986756
1491	0.5776882859
1492	0.5776813279
1493	0.5776763727
1494	0.5776693183
1495	0.5776628037
1496	0.5776584187
1497	0.57765188
1498	0.5776449129
1499	0.5776389337
1500	0.5776303194
1501	0.5776225167
1502	0.577613186
1503	0.5776062317
1504	0.577602015
1505	0.5775965226
1506	0.5775882356
1507	0.5775805535
1508	0.5775740579
1509	0.5775669049
1510	0.577558678
1511	0.5775522448
1512	0.5775430953
1513	0.5775365612
