iter	Logloss
1514	0.5775298743
1515	0.5775260173
1516	0.5775160875
1517	0.5775073922
1518	0.5775008668
1519	0.5774963572
1520	0.5774849049
1521	0.5774783293
1522	0.5774708667
1523	0.5774643793
1524	0.5774556996
1525	0.5774486927
1526	0.5774429307
1527	0.577434561
1528	0.577428328
1529	0.5774233355
1530	0.5774142451
1531	0.5774100496
1532	0.5774021552
1533	0.5773975594
1534	0.5773912877
1535	0.5773849132
1536	0.5773777769
1537	0.5773700446
1538	0.5773683389
1539	0.5773561482
1540	0.5773499201
1541	0.5773433882
1542	0.5773353441
1543	0.5773299314
1544	0.5773225969
1545	0.5773174097
1546	0.5773110075
1547	0.5773061822
1548	0.5773006852
1549	0.5772929845
1550	0.5772834017
1551	0.5772770344
1552	0.5772699055
1553	0.5772624231
1554	0.5772576382
1555	0.5772502799
1556	0.5772434817
1557	0.5772348547
1558	0.5772294793
1559	0.5772244057
1560	0.577217603
1561	0.5772084374
1562	0.5772020985
1563	0.5771955939
1564	0.5771913162
1565	0.5771855197
1566	0.5771790488
1567	0.5771746483
1568	0.5771688674
1569	0.5771625379
1570	0.5771552594
1571	0.577151524
1572	0.5771457405
1573	0.5771364488
1574	0.5771318195
1575	0.577125136
1576	0.5771180513
1577	0.5771089564
1578	0.5771043616
1579	0.5770929891
1580	0.5770867012
1581	0.5770773301
1582	0.5770683544
1583	0.5770622005
1584	0.5770544897
1585	0.5770427029
1586	0.5770318678
1587	0.5770230824
1588	0.5770159379
1589	0.5770086941
1590	0.5770035975
1591	0.5769948749
1592	0.5769856969
1593	0.5769805146
1594	0.5769726005
1595	0.5769650015
1596	0.576957098
1597	0.5769477192
1598	0.5769404321
1599	0.5769338088
1600	0.5769244376
1601	0.5769167724
1602	0.5769089795
1603	0.576903982
1604	0.5768965171
1605	0.5768860439
1606	0.576878674
1607	0.576871687
1608	0.576862961
1609	0.5768574205
1610	0.5768522183
1611	0.5768474127
1612	0.5768353847
1613	0.5768292247
1614	0.5768233906
1615	0.576815926
1616	0.5768064157
1617	0.5768051646
1618	0.5767978395
1619	0.5767873214
1620	0.576780322
1621	0.5767748922
1622	0.576763121
1623	0.5767558381
1624	0.5767504209
1625	0.5767448377
1626	0.5767392854
1627	0.5767346277
1628	0.5767269832
1629	0.5767186537
1630	0.5767118259
1631	0.5767056848
1632	0.576698731
1633	0.5766915491
1634	0.5766803568
1635	0.5766727592
1636	0.5766655671
1637	0.5766613764
1638	0.5766522501
1639	0.576646999
1640	0.576640043
1641	0.5766330668
1642	0.5766270967
1643	0.5766217145
1644	0.5766160126
1645	0.5766100344
1646	0.5766041192
1647	0.5765979889
1648	0.5765878928
1649	0.5765822325
1650	0.5765769108
1651	0.5765735051
1652	0.5765684539
1653	0.5765626949
1654	0.5765543717
1655	0.5765469198
1656	0.5765462675
1657	0.5765400056
1658	0.5765336283
1659	0.5765260353
1660	0.5765215539
1661	0.5765165935
1662	0.5765082169
1663	0.5764981499
1664	0.5764926596
1665	0.5764830649
1666	0.5764763177
1667	0.5764691804
1668	0.5764627713
1669	0.5764560885
1670	0.5764478862
1671	0.576442668
1672	0.5764352443
1673	0.5764271902
1674	0.5764221301
1675	0.5764162644
1676	0.5764099614
1677	0.5764056042
1678	0.5763982693
1679	0.5763870413
1680	0.5763824425
1681	0.5763779143
1682	0.5763738707
1683	0.576363993
1684	0.5763601121
1685	0.5763535987
1686	0.5763478901
1687	0.5763403563
1688	0.5763340088
1689	0.5763303931
1690	0.5763247123
1691	0.5763185339
1692	0.5763145547
1693	0.5763098258
1694	0.5763022086
1695	0.5762944759
1696	0.5762872545
1697	0.5762831884
1698	0.5762766127
1699	0.5762679711
1700	0.5762612971
1701	0.5762557486
1702	0.5762499021
1703	0.5762438553
1704	0.5762359532
1705	0.5762275619
1706	0.5762165887
1707	0.5762112198
1708	0.5762050989
1709	0.5761970443
1710	0.5761897673
1711	0.5761855676
1712	0.576183186
1713	0.5761733876
1714	0.5761668422
1715	0.5761614645
1716	0.5761551256
1717	0.5761493205
1718	0.5761399593
1719	0.5761307521
1720	0.5761249688
1721	0.5761158331
1722	0.5761078726
1723	0.5760992754
1724	0.5760926696
1725	0.5760843109
1726	0.5760767619
1727	0.5760700889
1728	0.5760644052
1729	0.5760562525
1730	0.5760480361
1731	0.5760420288
1732	0.5760339514
1733	0.5760285999
1734	0.5760212709
1735	0.5760140313
1736	0.5760067619
1737	0.5759994187
1738	0.5759910369
1739	0.5759839706
1740	0.5759768464
1741	0.5759663691
1742	0.5759587094
1743	0.5759534826
1744	0.5759475533
1745	0.5759369799
1746	0.5759307976
1747	0.5759216661
1748	0.5759129153
1749	0.5759124408
1750	0.5759041412
1751	0.5758991877
1752	0.5758909639
1753	0.5758839269
1754	0.5758758317
1755	0.5758682884
1756	0.5758631652
1757	0.575856851
1758	0.5758493191
1759	0.5758408701
1760	0.5758349629
1761	0.575828111
1762	0.5758241859
1763	0.575816742
1764	0.5758091734
1765	0.575800979
1766	0.5757913777
1767	0.5757853793
1768	0.575781762
1769	0.5757779271
1770	0.5757686908
1771	0.5757623827
1772	0.5757514251
1773	0.5757430633
1774	0.5757398815
1775	0.5757373887
1776	0.575728816
1777	0.5757200407
1778	0.5757109993
1779	0.5757047079
1780	0.5757002882
1781	0.575695578
1782	0.575690428
1783	0.5756836309
1784	0.5756792039
1785	0.5756727474
1786	0.5756661897
1787	0.5756564136
1788	0.5756496735
1789	0.5756426046
1790	0.5756334393
1791	0.5756294711
1792	0.5756197886
1793	0.575611992
1794	0.5756046098
1795	0.5755988753
1796	0.575592934
1797	0.5755884646
1798	0.5755818988
1799	0.575576748
1800	0.5755703712
1801	0.5755660328
1802	0.5755581706
1803	0.5755522265
1804	0.5755450112
1805	0.5755373409
1806	0.5755310809
1807	0.5755279958
1808	0.5755205525
1809	0.5755136689
1810	0.5755077224
1811	0.5754971282
1812	0.575491125
1813	0.5754846276
1814	0.5754785486
1815	0.5754699175
1816	0.5754617375
1817	0.5754551918
1818	0.5754464844
1819	0.5754428416
1820	0.5754382138
1821	0.575428522
1822	0.5754230651
1823	0.5754161017
1824	0.5754084574
1825	0.5754013359
1826	0.5753928468
1827	0.575385831
1828	0.5753831847
1829	0.575375217
1830	0.5753701037
1831	0.5753633848
1832	0.5753561213
1833	0.5753465491
1834	0.5753402428
1835	0.575332856
1836	0.5753268398
1837	0.5753201564
1838	0.575312376
1839	0.5753072219
1840	0.57530413
1841	0.5752985648
1842	0.5752947792
1843	0.5752884717
1844	0.5752754142
1845	0.5752670014
1846	0.5752599378
1847	0.575254614
1848	0.5752478974
1849	0.5752427457
1850	0.575237347
1851	0.5752314061
1852	0.5752242197
1853	0.5752191803
1854	0.575208561
1855	0.575202349
1856	0.5751923879
1857	0.5751854329
1858	0.575176082
1859	0.5751688797
1860	0.5751625196
1861	0.5751572175
1862	0.5751509416
1863	0.5751436862
1864	0.5751384106
1865	0.5751334345
1866	0.5751289212
1867	0.5751228397
1868	0.5751165362
1869	0.5751116723
1870	0.5751042428
1871	0.5750980614
1872	0.5750883315
1873	0.5750777377
1874	0.5750716092
1875	0.5750656586
1876	0.5750579127
1877	0.5750492162
1878	0.575043134
1879	0.5750385964
1880	0.575032128
1881	0.5750233423
1882	0.5750176518
1883	0.5750115278
1884	0.57500327
1885	0.5749951089
1886	0.5749887757
1887	0.5749835955
1888	0.5749751973
1889	0.5749682686
1890	0.5749620466
1891	0.5749575032
1892	0.5749524677
1893	0.574946742
1894	0.5749408899
1895	0.5749368859
1896	0.5749320101
1897	0.5749220463
1898	0.5749176367
1899	0.5749116015
1900	0.5749033484
1901	0.5748955437
1902	0.5748880842
1903	0.5748814089
1904	0.5748768512
1905	0.5748704616
1906	0.5748617883
1907	0.5748531612
1908	0.5748465915
1909	0.5748379871
1910	0.5748279728
1911	0.5748208572
1912	0.5748160756
1913	0.5748099515
1914	0.5748031275
1915	0.5747967832
1916	0.5747890668
1917	0.574783085
1918	0.574778379
1919	0.5747717454
1920	0.5747635541
1921	0.5747582351
1922	0.5747512641
1923	0.5747439489
1924	0.5747377864
1925	0.5747294099
1926	0.574723926
1927	0.574717702
1928	0.5747095544
1929	0.5747048952
1930	0.5746989644
1931	0.5746928188
1932	0.5746876147
1933	0.5746781714
1934	0.5746721653
1935	0.5746653506
1936	0.5746590021
1937	0.5746513402
1938	0.5746441496
1939	0.5746416529
1940	0.57463612
1941	0.5746334318
1942	0.5746266804
1943	0.57461801
1944	0.5746125484
1945	0.5746042906
1946	0.5745990912
1947	0.5745967598
1948	0.5745919041
1949	0.5745889262
1950	0.5745853722
1951	0.5745783576
1952	0.5745703832
1953	0.5745635439
1954	0.5745589107
1955	0.5745528835
1956	0.5745467598
1957	0.5745406309
1958	0.5745354919
1959	0.5745252843
1960	0.5745168636
1961	0.5745137426
1962	0.5745060611
1963	0.5744962684
1964	0.5744920342
1965	0.5744847506
1966	0.574477318
1967	0.574474763
1968	0.5744661357
1969	0.5744631311
1970	0.5744553465
1971	0.5744453754
1972	0.5744373318
1973	0.5744334182
1974	0.5744246316
1975	0.5744166688
1976	0.5744112839
1977	0.5744039
1978	0.5743980143
1979	0.5743899262
1980	0.5743815075
1981	0.5743770741
1982	0.5743715101
1983	0.5743637298
1984	0.5743566632
1985	0.5743492269
1986	0.5743409056
1987	0.5743370015
1988	0.5743304606
1989	0.5743243964
1990	0.5743187773
1991	0.5743138518
1992	0.5743049547
1993	0.5742976793
1994	0.5742901253
1995	0.5742855167
1996	0.5742792131
1997	0.5742711508
1998	0.5742660051
1999	0.5742596685
