iter	Passed	Remaining
440	129693	458484
441	129958	458090
442	130222	457688
443	130502	457347
444	130754	456904
445	131012	456487
446	131245	455982
447	131500	455555
448	131734	455057
449	131990	454634
450	132238	454184
451	132500	453785
452	132753	453356
453	133006	452926
454	133258	452492
455	133496	452015
456	133736	451543
457	134063	451364
458	134359	451086
459	134599	450615
460	134856	450204
461	135100	449750
462	135358	449343
463	135640	449016
464	135900	448618
465	136138	448145
466	136420	447821
467	136707	447511
468	136967	447114
469	137228	446721
470	137483	446310
471	137738	445900
472	137998	445506
473	138243	445060
474	138476	444582
475	138732	444176
476	138985	443762
477	139257	443409
478	139499	442960
479	139761	442578
480	140062	442317
481	140339	441983
482	140603	441606
483	140862	441215
484	141130	440851
485	141379	440428
486	141623	439991
487	141884	439608
488	142129	439177
489	142382	438770
490	142627	438340
491	142856	437862
492	143095	437413
493	143365	437060
494	143611	436637
495	143842	436168
496	144088	435744
497	144345	435354
498	144615	435005
499	144879	434639
500	145150	434293
501	145376	433812
502	145612	433362
503	145875	432995
504	146133	432612
505	146372	432174
506	146633	431803
507	146881	431392
508	147119	430954
509	147363	430533
510	147683	430333
511	147926	429910
512	148167	429483
513	148423	429100
514	148680	428719
515	148928	428315
516	149177	427911
517	149429	427519
518	149678	427117
519	149919	426694
520	150172	426304
521	150421	425906
522	150679	425532
523	150930	425141
524	151198	424795
525	151482	424495
526	151740	424124
527	151996	423746
528	152242	423343
529	152497	422965
530	152767	422628
531	153034	422282
532	153285	421894
533	153540	421516
534	153795	421142
535	154055	420779
536	154318	420425
537	154625	420189
538	154886	419831
539	155156	419497
540	155428	419168
541	155681	418788
542	155925	418386
543	156160	417957
544	156410	417574
545	156679	417236
546	156914	416813
547	157176	416461
548	157411	416037
549	157658	415645
550	157910	415266
551	158177	414929
552	158459	414632
553	158690	414198
554	158956	413858
555	159201	413465
556	159421	413007
557	159696	412691
558	159956	412338
559	160209	411968
560	160455	411579
561	160732	411268
562	160981	410889
563	161228	410502
564	161487	410149
565	161762	409837
566	161979	409376
567	162231	409005
568	162476	408619
569	162722	408234
570	162985	407892
571	163218	407475
572	163462	407086
573	163693	406667
574	163928	406257
575	164174	405875
576	164451	405570
577	164715	405234
578	164954	404836
579	165225	404517
580	165491	404185
581	165746	403828
582	166010	403492
583	166264	403134
584	166516	402770
585	166771	402414
586	167006	402011
587	167322	401801
588	167573	401436
589	167838	401104
590	168094	400752
591	168343	400385
592	168636	400120
593	168889	399761
594	169139	399397
595	169400	399058
596	169633	398653
597	169876	398273
598	170182	398040
599	170427	397665
600	170689	397328
601	170954	397001
602	171201	396631
603	171513	396412
604	171764	396052
605	172034	395736
606	172283	395372
607	172527	394996
608	172785	394654
609	173050	394328
610	173308	393986
611	173550	393608
612	173791	393228
613	174048	392883
614	174298	392524
615	174563	392201
616	174825	391870
617	175093	391551
618	175357	391225
619	175622	390902
620	175867	390534
621	176111	390164
622	176345	389770
623	176605	389437
624	176877	389129
625	177127	388775
626	177374	388414
627	177606	388019
628	177848	387646
629	178085	387264
630	178334	386910
631	178570	386526
632	178833	386200
633	179091	385865
634	179335	385499
635	179581	385139
636	179813	384749
637	180046	384362
638	180299	384018
639	180562	383695
640	180858	383441
641	181117	383111
642	181380	382788
643	181621	382421
644	181889	382109
645	182147	381776
646	182397	381427
647	182673	381133
648	182935	380809
649	183176	380442
650	183434	380113
651	183711	379820
652	184012	379579
653	184264	379235
654	184511	378883
655	184754	378522
656	185002	378170
657	185296	377914
658	185539	377555
659	185778	377186
660	186033	376851
661	186281	376502
662	186526	376147
663	186781	375812
664	187023	375452
665	187273	375109
666	187520	374760
667	187768	374413
668	188031	374095
669	188283	373756
670	188514	373375
671	188767	373040
672	189009	372683
673	189282	372386
674	189566	372111
675	189848	371833
676	190138	371570
677	190420	371291
678	190700	371009
679	190990	370746
680	191284	370491
681	191521	370124
682	191783	369808
683	192064	369527
684	192314	369187
685	192627	368968
686	192905	368683
687	193146	368325
688	193398	367990
689	193663	367680
690	193926	367365
691	194173	367021
692	194446	366725
693	194715	366423
694	194948	366053
695	195194	365708
696	195439	365363
697	195666	364983
698	195954	364715
699	196241	364448
700	196500	364129
701	196753	363798
702	197010	363473
703	197289	363191
704	197539	362855
705	197807	362553
706	198078	362256
707	198342	361947
708	198591	361609
709	198844	361281
710	199119	360990
711	199373	360663
712	199618	360321
713	199914	360069
714	200194	359790
715	200450	359466
716	200714	359158
717	201004	358897
718	201283	358614
719	201577	358360
720	201828	358029
721	202115	357761
722	202354	357408
723	202610	357087
724	202877	356783
725	203144	356482
726	203427	356208
727	203673	355868
728	203911	355516
729	204180	355217
730	204439	354902
731	204685	354564
732	204950	354259
733	205195	353919
734	205456	353609
735	205717	353298
736	205973	352977
737	206228	352656
738	206492	352351
739	206757	352047
740	207020	351739
741	207252	351379
742	207504	351054
743	207739	350700
744	207974	350345
745	208220	350011
746	208471	349685
747	208730	349372
748	208982	349048
749	209286	348810
750	209541	348492
751	209811	348197
752	210060	347868
753	210315	347550
754	210579	347246
755	210839	346936
756	211076	346589
757	211317	346248
758	211572	345931
759	211869	345681
760	212150	345407
761	212413	345102
762	212682	344807
763	212934	344486
764	213181	344155
765	213493	343931
766	213742	343604
767	214012	343312
768	214254	342974
769	214510	342659
770	214780	342367
771	215024	342034
772	215295	341743
773	215552	341430
774	215813	341124
775	216072	340815
776	216329	340503
777	216583	340186
778	216841	339876
779	217129	339613
780	217380	339292
781	217631	338970
782	217877	338642
783	218137	338335
784	218378	338000
785	218618	337662
786	218882	337362
787	219133	337042
788	219371	336703
789	219625	336388
790	219870	336060
791	220107	335719
792	220374	335425
793	220640	335129
794	220908	334836
795	221171	334535
796	221426	334223
797	221677	333905
798	221927	333586
799	222189	333284
800	222452	332984
801	222721	332693
802	222993	332407
803	223260	332113
804	223525	331816
805	223786	331515
806	224041	331203
807	224297	330894
808	224529	330549
809	224795	330255
810	225054	329949
811	225311	329643
812	225543	329299
813	225775	328955
814	226028	328641
815	226270	328313
816	226508	327979
817	226749	327650
818	226990	327320
819	227258	327031
820	227499	326701
821	227740	326372
822	227985	326049
823	228230	325727
824	228521	325470
825	228778	325164
826	229034	324858
827	229313	324584
828	229570	324278
829	229810	323949
830	230074	323654
831	230330	323347
832	230572	323023
833	230801	322679
834	231061	322378
835	231313	322068
836	231541	321723
837	231821	321451
838	232064	321128
839	232307	320805
840	232549	320481
841	232794	320161
842	233046	319851
843	233313	319562
844	233571	319260
845	233837	318969
846	234074	318639
847	234317	318318
848	234575	318017
849	234830	317711
850	235070	317386
851	235349	317114
852	235598	316801
853	235860	316505
854	236127	316217
855	236363	315887
856	236615	315579
857	236860	315262
858	237106	314946
859	237356	314635
860	237616	314337
861	237893	314064
862	238158	313773
863	238416	313473
864	238659	313154
865	238920	312858
866	239176	312557
867	239440	312265
868	239688	311953
869	239948	311657
870	240196	311345
871	240442	311031
872	240688	310717
873	240942	310413
874	241194	310107
875	241442	309796
876	241694	309490
877	241942	309179
878	242202	308884
879	242473	308602
880	242755	308334
881	243006	308028
882	243270	307738
883	243535	307449
884	243779	307134
885	244043	306844
886	244284	306525
887	244548	306236
888	244787	305914
889	245050	305624
890	245330	305355
891	245565	305030
892	245816	304724
893	246092	304449
894	246332	304131
895	246619	303870
896	246870	303565
897	247121	303260
898	247370	302953
899	247619	302646
900	247859	302328
901	248100	302011
902	248375	301736
903	248662	301475
904	248929	301190
905	249180	300886
906	249441	300594
907	249734	300340
908	249999	300053
909	250232	299729
910	250463	299401
911	250699	299079
912	250957	298785
913	251195	298466
914	251434	298149
915	251677	297836
916	251935	297542
917	252184	297236
918	252445	296946
919	252706	296655
920	252995	296397
921	253251	296100
922	253504	295800
923	253759	295503
924	254011	295202
925	254264	294902
926	254544	294635
927	254795	294332
928	255056	294042
929	255294	293726
930	255554	293434
931	255811	293139
932	256079	292858
933	256390	292625
934	256653	292337
935	256929	292065
936	257215	291803
937	257490	291529
938	257771	291262
939	258042	290984
940	258330	290724
941	258602	290447
942	258863	290157
943	259125	289869
944	259387	289581
945	259638	289280
946	259904	288996
947	260186	288729
948	260427	288418
949	260667	288106
950	260934	287823
951	261196	287535
952	261444	287232
953	261690	286927
954	261929	286614
955	262174	286308
956	262421	286003
957	262665	285696
958	262919	285400
959	263176	285107
960	263464	284848
961	263704	284538
962	264011	284299
963	264268	284006
964	264527	283716
965	264760	283398
966	265001	283088
967	265278	282818
968	265549	282539
969	265817	282260
970	266059	281951
971	266305	281648
972	266547	281340
973	266811	281056
974	267080	280777
975	267320	280466
976	267570	280168
977	267809	279858
978	268068	279568
979	268323	279274
980	268591	278995
981	268845	278701
982	269103	278411
983	269350	278110
984	269605	277816
985	269833	277496
986	270098	277213
987	270352	276919
988	270591	276610
989	270846	276318
990	271091	276015
991	271339	275716
992	271602	275431
993	271831	275112
994	272086	274821
995	272331	274518
996	272562	274202
997	272811	273905
998	273096	273643
999	273346	273346
1000	273596	273050
1001	273860	272767
1002	274115	272476
1003	274394	272208
1004	274657	271924
1005	274907	271628
1006	275159	271333
1007	275402	271031
1008	275647	270730
1009	275902	270438
1010	276169	270159
1011	276419	269864
1012	276679	269578
1013	276937	269290
1014	277189	268996
1015	277428	268690
1016	277697	268413
1017	277946	268116
1018	278197	267822
1019	278452	267532
1020	278706	267241
1021	278987	266976
1022	279250	266694
1023	279520	266418
1024	279759	266112
1025	280027	265835
1026	280295	265557
1027	280564	265281
1028	280818	264989
1029	281053	264681
1030	281305	264388
1031	281557	264096
1032	281790	263786
1033	282039	263491
1034	282284	263192
1035	282523	262889
1036	282774	262596
1037	283008	262287
1038	283254	261990
1039	283496	261688
1040	283740	261390
1041	283991	261097
1042	284254	260816
1043	284518	260535
1044	284764	260239
1045	284988	259922
1046	285230	259622
1047	285453	259305
1048	285698	259007
1049	285932	258700
1050	286158	258386
1051	286400	258087
1052	286652	257796
1053	286899	257501
1054	287148	257209
1055	287443	256957
1056	287727	256695
1057	287956	256384
1058	288210	256096
1059	288462	255806
1060	288721	255522
1061	288964	255224
1062	289207	254926
1063	289492	254665
1064	289735	254368
1065	289996	254087
1066	290246	253795
1067	290495	253503
1068	290740	253208
1069	291005	252930
1070	291260	252643
1071	291519	252360
1072	291766	252066
1073	292026	251784
1074	292272	251490
1075	292523	251200
1076	292788	250922
1077	293055	250646
1078	293285	250339
1079	293520	250035
1080	293794	249765
1081	294042	249474
1082	294312	249200
1083	294566	248914
1084	294840	248644
1085	295099	248362
1086	295335	248059
1087	295573	247759
1088	295825	247472
1089	296101	247204
1090	296417	246968
1091	296677	246688
1092	296953	246419
1093	297214	246138
1094	297474	245857
1095	297725	245569
1096	297991	245293
1097	298248	245009
1098	298512	244731
1099	298742	244425
1100	299002	244144
1101	299285	243882
1102	299572	243623
1103	299825	243336
1104	300085	243055
1105	300340	242770
1106	300613	242500
1107	300872	242218
1108	301123	241930
1109	301372	241640
1110	301615	241346
1111	301854	241048
1112	302129	240780
1113	302370	240484
1114	302611	240189
1115	302866	239904
1116	303136	239632
1117	303400	239355
1118	303649	239066
1119	303902	238780
1120	304152	238492
1121	304396	238199
1122	304635	237903
1123	304891	237620
1124	305180	237362
1125	305494	237124
1126	305735	236829
1127	305990	236545
1128	306244	236261
1129	306484	235965
1130	306715	235664
1131	306975	235384
1132	307250	235116
1133	307507	234833
1134	307756	234545
1135	308009	234260
1136	308259	233973
1137	308518	233693
1138	308787	233420
1139	309025	233124
1140	309275	232837
1141	309516	232543
1142	309816	232294
1143	310071	232011
1144	310344	231741
1145	310588	231450
1146	310849	231172
1147	311147	230921
1148	311443	230668
1149	311712	230396
1150	311951	230101
1151	312191	229807
1152	312454	229531
1153	312695	229237
1154	312983	228979
1155	313201	228669
1156	313481	228405
1157	313750	228133
1158	314005	227850
1159	314241	227554
1160	314491	227267
1161	314745	226985
1162	315008	226708
1163	315316	226464
1164	315549	226166
1165	315732	225832
1166	315986	225549
1167	316218	225251
1168	316469	224967
1169	316722	224683
1170	316971	224397
1171	317227	224116
1172	317482	223834
1173	317798	223595
1174	318066	223323
1175	318313	223035
1176	318547	222739
1177	318807	222461
1178	319039	222163
1179	319314	221896
1180	319547	221600
1181	319789	221309
1182	320029	221017
1183	320277	220731
1184	320530	220449
1185	320790	220171
1186	321052	219894
1187	321319	219622
1188	321578	219343
1189	321833	219062
1190	322080	218776
1191	322329	218491
1192	322619	218234
1193	322885	217961
1194	323139	217679
1195	323410	217409
1196	323646	217116
1197	323875	216817
1198	324115	216527
1199	324350	216233
1200	324583	215938
1201	324826	215649
1202	325077	215367
1203	325319	215078
1204	325578	214800
1205	325833	214520
1206	326080	214235
1207	326363	213973
1208	326621	213695
1209	326884	213420
1210	327163	213156
1211	327399	212863
1212	327630	212568
1213	327870	212278
1214	328135	212005
1215	328380	211718
1216	328661	211455
1217	328917	211177
1218	329166	210893
1219	329423	210614
1220	329679	210335
1221	329913	210043
1222	330199	209783
1223	330471	209514
1224	330727	209235
1225	330991	208961
1226	331270	208697
1227	331533	208423
1228	331792	208146
1229	332050	207868
1230	332298	207585
1231	332554	207306
1232	332807	207026
1233	333060	206745
1234	333317	206467
1235	333590	206199
1236	333837	205916
1237	334096	205639
1238	334340	205353
1239	334611	205084
1240	334863	204803
1241	335114	204522
1242	335350	204231
1243	335593	203946
1244	335856	203671
1245	336099	203386
1246	336363	203112
1247	336638	202846
1248	336884	202562
1249	337147	202288
1250	337405	202011
1251	337675	201742
1252	337921	201458
1253	338182	201183
1254	338428	200899
1255	338661	200608
1256	338928	200336
1257	339180	200057
1258	339446	199785
1259	339684	199497
1260	339924	199210
1261	340169	198926
1262	340422	198647
1263	340660	198359
1264	340918	198083
1265	341187	197813
1266	341439	197533
1267	341684	197249
1268	341939	196972
1269	342197	196696
1270	342451	196418
1271	342696	196134
1272	342943	195852
1273	343232	195594
1274	343468	195305
1275	343715	195023
1276	343977	194750
1277	344246	194480
1278	344507	194206
1279	344743	193918
1280	344975	193628
1281	345229	193350
1282	345471	193065
1283	345760	192807
1284	346024	192535
1285	346282	192259
1286	346526	191976
1287	346738	191675
1288	347048	191428
1289	347296	191147
1290	347548	190868
1291	347818	190600
1292	348064	190318
1293	348341	190053
1294	348597	189777
1295	348884	189517
1296	349150	189246
1297	349448	188992
1298	349718	188724
1299	349975	188448
1300	350247	188180
1301	350531	187919
1302	350751	187623
1303	351031	187360
1304	351279	187079
1305	351544	186808
1306	351830	186548
1307	352081	186269
1308	352358	186004
1309	352607	185724
1310	352887	185461
1311	353193	185211
1312	353448	184934
1313	353720	184666
1314	354005	184406
1315	354300	184149
1316	354572	183882
1317	354833	183608
1318	355084	183330
1319	355332	183049
1320	355607	182784
1321	355892	182522
1322	356141	182243
1323	356423	181980
1324	356669	181699
1325	356912	181416
1326	357199	181157
1327	357443	180874
1328	357702	180600
1329	357956	180323
1330	358215	180049
1331	358476	179776
1332	358731	179500
1333	358938	179200
1334	359171	178913
1335	359413	178630
1336	359677	178359
1337	359939	178086
1338	360186	177806
1339	360434	177527
1340	360663	177238
1341	360942	176974
1342	361205	176702
1343	361456	176425
1344	361731	176159
1345	361999	175889
1346	362278	175625
1347	362541	175353
1348	362794	175077
1349	363065	174809
1350	363322	174534
1351	363579	174259
1352	363826	173980
1353	364070	173699
1354	364355	173438
1355	364633	173174
1356	364883	172896
1357	365181	172640
1358	365487	172389
1359	365734	172110
1360	365981	171831
1361	366237	171556
1362	366475	171272
1363	366741	171002
1364	366998	170728
1365	367272	170461
1366	367551	170197
1367	367802	169920
1368	368063	169647
1369	368293	169361
1370	368538	169081
1371	368781	168800
1372	369030	168523
1373	369301	168255
1374	369550	167977
1375	369899	167745
1376	370233	167505
1377	370563	167264
1378	370875	167015
1379	371132	166740
1380	371412	166476
1381	371728	166228
1382	372001	165961
1383	372358	165731
1384	372655	165475
1385	372951	165218
1386	373232	164954
1387	373463	164668
1388	373718	164393
1389	373994	164127
1390	374299	163873
1391	374556	163599
1392	374830	163332
1393	375146	163083
1394	375426	162819
1395	375698	162551
1396	375993	162293
1397	376292	162037
1398	376592	161781
1399	376867	161514
1400	377167	161258
1401	377455	160997
1402	377701	160718
1403	377970	160449
1404	378246	160182
1405	378577	159939
1406	378903	159694
1407	379196	159434
1408	379470	159167
1409	379769	158910
1410	380016	158632
1411	380413	158415
1412	380713	158158
1413	381017	157904
1414	381302	157641
1415	381598	157382
1416	381875	157116
1417	382144	156846
1418	382433	156584
1419	382715	156320
1420	382992	156053
1421	383319	155807
1422	383641	155559
1423	383899	155285
1424	384174	155017
1425	384457	154753
1426	384758	154496
1427	385105	154258
1428	385386	153992
1429	385652	153721
1430	385969	153470
1431	386252	153206
1432	386528	152939
1433	386825	152680
1434	387115	152418
1435	387376	152145
1436	387647	151875
1437	387929	151610
1438	388233	151354
1439	388519	151090
1440	388806	150827
1441	389104	150568
1442	389391	150305
1443	389694	150048
1444	389967	149780
1445	390247	149513
1446	390528	149248
1447	390792	148976
1448	391052	148702
1449	391362	148447
1450	391646	148183
1451	391932	147919
1452	392180	147641
1453	392453	147372
1454	392725	147103
1455	393016	146841
1456	393288	146572
1457	393582	146311
1458	393847	146039
1459	394164	145786
1460	394459	145526
1461	394708	145248
1462	394959	144971
1463	395245	144707
1464	395530	144442
1465	395849	144190
1466	396134	143926
1467	396427	143664
1468	396686	143390
1469	396971	143125
1470	397243	142856
1471	397517	142587
1472	397782	142315
1473	398049	142044
1474	398302	141768
1475	398542	141487
1476	398801	141213
1477	399054	140938
1478	399314	140664
1479	399590	140396
1480	399852	140124
1481	400120	139853
1482	400439	139600
1483	400707	139329
1484	400985	139062
1485	401296	138806
1486	401587	138543
1487	401916	138293
1488	402187	138024
1489	402486	137763
1490	402773	137499
1491	403093	137246
1492	403373	136979
1493	403643	136709
1494	403902	136435
1495	404166	136162
1496	404483	135908
1497	404753	135638
1498	405038	135373
1499	405301	135100
1500	405599	134839
1501	405895	134578
1502	406175	134310
1503	406458	134044
1504	406749	133781
1505	407028	133514
1506	407297	133243
1507	407588	132979
1508	407890	132719
1509	408184	132457
1510	408461	132189
1511	408761	131928
1512	409052	131664
1513	409311	131390
1514	409570	131116
1515	409865	130854
1516	410134	130583
1517	410389	130308
1518	410651	130035
1519	410927	129766
1520	411200	129497
1521	411461	129223
1522	411708	128946
1523	411968	128672
1524	412252	128406
1525	412504	128130
1526	412827	127876
1527	413106	127608
1528	413364	127334
1529	413677	127077
1530	413970	126813
1531	414258	126548
1532	414514	126274
1533	414820	126014
1534	415077	125740
1535	415342	125467
1536	415607	125196
1537	415891	124929
1538	416157	124657
1539	416412	124382
1540	416695	124116
1541	416955	123842
1542	417231	123574
1543	417479	123297
1544	417745	123025
1545	418027	122758
1546	418292	122486
1547	418536	122208
1548	418813	121939
1549	419090	121671
1550	419427	121420
1551	419712	121154
1552	419983	120883
1553	420275	120619
1554	420549	120350
1555	420870	120094
1556	421176	119833
1557	421514	119582
1558	421790	119313
1559	422144	119066
1560	422439	118802
1561	422693	118527
1562	422970	118258
1563	423250	117990
1564	423478	117708
1565	423814	117455
1566	424103	117190
1567	424366	116917
1568	424620	116641
1569	424913	116377
1570	425267	116129
1571	425553	115863
1572	425834	115595
1573	426113	115326
1574	426372	115052
1575	426639	114781
1576	426896	114506
1577	427170	114237
1578	427436	113965
1579	427682	113687
1580	427969	113421
1581	428245	113152
1582	428533	112885
1583	428799	112614
1584	429065	112341
1585	429369	112080
1586	429656	111813
1587	429973	111554
1588	430278	111292
1589	430554	111023
1590	430851	110759
1591	431113	110486
1592	431385	110215
1593	431635	109939
1594	431881	109662
1595	432128	109385
1596	432418	109120
1597	432680	108847
1598	432938	108573
1599	433196	108299
1600	433481	108031
1601	433765	107764
1602	434056	107498
1603	434335	107229
1604	434592	106955
1605	434899	106694
1606	435190	106428
1607	435450	106154
1608	435725	105884
1609	436020	105619
1610	436288	105348
1611	436588	105084
1612	436856	104813
1613	437137	104544
1614	437421	104276
1615	437692	104006
1616	437965	103735
1617	438213	103459
1618	438492	103190
1619	438770	102921
1620	439039	102650
1621	439309	102379
1622	439591	102110
1623	439850	101837
1624	440152	101573
1625	440403	101298
1626	440716	101037
1627	441014	100772
1628	441287	100501
1629	441563	100232
1630	441827	99959
1631	442122	99694
1632	442402	99425
1633	442677	99155
1634	442973	98890
1635	443263	98623
1636	443539	98353
1637	443799	98080
1638	444093	97814
1639	444362	97542
1640	444642	97274
1641	444903	97000
1642	445214	96738
1643	445476	96465
1644	445784	96202
1645	446091	95939
1646	446352	95666
1647	446636	95398
1648	446923	95130
1649	447208	94862
1650	447494	94594
1651	447788	94328
1652	448086	94063
1653	448348	93790
1654	448626	93520
1655	448901	93250
1656	449134	92971
1657	449413	92701
1658	449693	92432
1659	449986	92165
1660	450246	91892
1661	450514	91620
1662	450782	91349
1663	451051	91077
