iter	Passed	Remaining
1664	451292	90800
1665	451568	90530
1666	451872	90266
1667	452129	89992
1668	452400	89721
1669	452675	89450
1670	452982	89186
1671	453242	88913
1672	453541	88648
1673	453835	88381
1674	454089	88106
1675	454338	87831
1676	454620	87562
1677	454880	87289
1678	455146	87017
1679	455412	86745
1680	455699	86477
1681	455968	86205
1682	456227	85932
1683	456531	85667
1684	456842	85403
1685	457103	85130
1686	457388	84862
1687	457699	84598
1688	458061	84344
1689	458364	84078
1690	458638	83807
1691	458917	83538
1692	459209	83270
1693	459479	82999
1694	459810	82738
1695	460135	82477
1696	460436	82211
1697	460743	81946
1698	461054	81681
1699	461304	81406
1700	461560	81132
1701	461828	80860
1702	462112	80591
1703	462422	80326
1704	462710	80058
1705	463007	79791
1706	463257	79516
1707	463541	79247
1708	463801	78973
1709	464061	78700
1710	464343	78430
1711	464627	78161
1712	464949	77898
1713	465267	77635
1714	465614	77376
1715	465893	77105
1716	466157	76833
1717	466467	76568
1718	466731	76295
1719	467082	76036
1720	467351	75764
1721	467651	75497
1722	467903	75222
1723	468182	74952
1724	468470	74683
1725	468720	74408
1726	469000	74138
1727	469309	73872
1728	469582	73601
1729	469848	73328
1730	470128	73058
1731	470376	72783
1732	470651	72512
1733	470935	72242
1734	471215	71972
1735	471484	71700
1736	471765	71430
1737	472049	71160
1738	472325	70889
1739	472596	70617
1740	472863	70345
1741	473131	70073
1742	473414	69803
1743	473681	69531
1744	473915	69254
1745	474141	68975
1746	474510	68718
1747	474740	68440
1748	474981	68164
1749	475181	67883
1750	475394	67603
1751	475605	67323
1752	475811	67042
1753	476044	66765
1754	476263	66486
1755	476486	66208
1756	476700	65929
1757	476963	65657
1758	477233	65385
1759	477536	65118
1760	477837	64851
1761	478099	64578
1762	478370	64307
1763	478647	64036
1764	478909	63764
1765	479165	63490
1766	479435	63219
1767	479733	62951
1768	479998	62679
1769	480249	62405
1770	480509	62132
1771	480777	61860
1772	481021	61585
1773	481293	61314
1774	481529	61038
1775	481764	60763
1776	482020	60489
1777	482280	60217
1778	482551	59945
1779	482787	59670
1780	483032	59395
1781	483320	59126
1782	483603	58856
1783	483865	58584
1784	484098	58308
1785	484340	58034
1786	484585	57759
1787	484840	57486
1788	485082	57212
1789	485358	56941
1790	485615	56668
1791	485878	56396
1792	486123	56122
1793	486374	55849
1794	486624	55575
1795	486878	55302
1796	487131	55029
1797	487360	54753
1798	487631	54482
1799	487914	54212
1800	488164	53939
1801	488418	53666
1802	488681	53394
1803	488942	53122
1804	489193	52849
1805	489423	52573
1806	489675	52300
1807	489939	52029
1808	490204	51757
1809	490463	51485
1810	490707	51211
1811	490946	50937
1812	491223	50666
1813	491517	50398
1814	491761	50124
1815	492024	49852
1816	492269	49579
1817	492520	49306
1818	492797	49035
1819	493057	48763
1820	493329	48493
1821	493573	48219
1822	493822	47946
1823	494086	47675
1824	494334	47401
1825	494594	47130
1826	494853	46858
1827	495137	46588
1828	495385	46315
1829	495663	46045
1830	495938	45774
1831	496198	45502
1832	496452	45230
1833	496701	44957
1834	496963	44686
1835	497243	44416
1836	497490	44143
1837	497778	43873
1838	498051	43603
1839	498306	43330
1840	498544	43057
1841	498792	42784
1842	499057	42513
1843	499323	42242
1844	499600	41971
1845	499871	41701
1846	500118	41428
1847	500367	41155
1848	500620	40883
1849	500863	40610
1850	501116	40338
1851	501388	40067
1852	501640	39795
1853	501872	39521
1854	502112	39248
1855	502386	38978
1856	502655	38707
1857	502937	38437
1858	503206	38166
1859	503458	37894
1860	503707	37622
1861	503953	37349
1862	504200	37077
1863	504475	36807
1864	504738	36536
1865	504994	36264
1866	505244	35992
1867	505482	35719
1868	505733	35447
1869	505976	35174
1870	506218	34902
1871	506453	34629
1872	506748	34360
1873	507039	34091
1874	507302	33820
1875	507563	33548
1876	507806	33276
1877	508057	33004
1878	508300	32732
1879	508538	32459
1880	508797	32188
1881	509042	31916
1882	509328	31647
1883	509577	31375
1884	509810	31102
1885	510049	30830
1886	510325	30560
1887	510566	30287
1888	510801	30015
1889	511052	29743
1890	511293	29471
1891	511550	29200
1892	511823	28930
1893	512077	28659
1894	512344	28388
1895	512588	28116
1896	512853	27846
1897	513099	27574
1898	513350	27303
1899	513606	27031
1900	513881	26761
1901	514121	26489
1902	514381	26219
1903	514645	25948
1904	514895	25677
1905	515141	25405
1906	515376	25133
1907	515604	24861
1908	515862	24590
1909	516120	24319
1910	516368	24048
1911	516646	23778
1912	516889	23507
1913	517122	23235
1914	517382	22964
1915	517625	22693
1916	517855	22421
1917	518123	22151
1918	518384	21880
1919	518622	21609
1920	518858	21337
1921	519115	21067
1922	519365	20796
1923	519614	20525
1924	519885	20255
1925	520177	19986
1926	520434	19715
1927	520716	19445
1928	520958	19174
1929	521219	18904
1930	521503	18634
1931	521781	18364
1932	522025	18093
1933	522288	17823
1934	522527	17552
1935	522768	17281
1936	523027	17011
1937	523272	16740
1938	523508	16469
1939	523736	16198
1940	523995	15927
1941	524288	15658
1942	524540	15387
1943	524795	15117
1944	525062	14847
1945	525291	14576
1946	525587	14307
1947	525826	14036
1948	526086	13766
1949	526344	13496
1950	526618	13226
1951	526903	12956
1952	527155	12686
1953	527416	12416
1954	527691	12146
1955	527947	11876
1956	528183	11605
1957	528431	11335
1958	528680	11064
1959	528939	10794
1960	529180	10524
1961	529413	10253
1962	529673	9983
1963	529915	9713
1964	530160	9443
1965	530405	9172
1966	530655	8902
1967	530873	8632
1968	531112	8361
1969	531436	8092
1970	531713	7823
1971	531981	7553
1972	532242	7283
1973	532487	7013
1974	532717	6743
1975	532972	6473
1976	533216	6203
1977	533519	5933
1978	533783	5664
1979	534028	5394
1980	534277	5124
1981	534516	4854
1982	534772	4584
1983	535030	4314
1984	535281	4044
1985	535548	3775
1986	535802	3505
1987	536069	3235
1988	536327	2966
1989	536610	2696
1990	536862	2426
1991	537104	2157
1992	537352	1887
1993	537603	1617
1994	537845	1347
1995	538098	1078
1996	538331	808
1997	538597	539
1998	538843	269
1999	539108	0
