iter	RMSE
429	8.805469704
430	8.805352536
431	8.805128723
432	8.805031969
433	8.804898708
434	8.804750152
435	8.804626813
436	8.804482522
437	8.804373768
438	8.804258967
439	8.804110238
440	8.803979281
441	8.803817853
442	8.803691557
443	8.803602339
444	8.803496378
445	8.803485897
446	8.803450064
447	8.803337539
448	8.803157694
449	8.803125525
450	8.802991471
451	8.802911055
452	8.80281227
453	8.802652974
454	8.802554526
455	8.802465073
456	8.802322868
457	8.80216731
458	8.801971956
459	8.801842138
460	8.801809157
461	8.80168455
462	8.801590968
463	8.801580287
464	8.801528482
465	8.801412188
466	8.801300578
467	8.801274292
468	8.801161568
469	8.801111591
470	8.801110554
471	8.800968142
472	8.800862604
473	8.800838579
474	8.800756911
475	8.800664624
476	8.800582696
477	8.800406077
478	8.80031362
479	8.800139115
480	8.800032314
481	8.79991697
482	8.799899351
483	8.799763759
484	8.799664755
485	8.799659103
486	8.799602662
487	8.7995035
488	8.799399445
489	8.799307757
490	8.79915455
491	8.799055689
492	8.798940533
493	8.798825077
494	8.79872592
495	8.798667254
496	8.798588546
497	8.798521338
498	8.798403344
499	8.798272483
500	8.798195487
501	8.798026827
502	8.797946388
503	8.797849667
504	8.797764835
505	8.797600165
506	8.79748771
507	8.797390934
508	8.797317581
509	8.797215199
510	8.79711746
511	8.796997184
512	8.796850322
513	8.796733695
514	8.796633827
515	8.796615706
516	8.796592281
517	8.796491255
518	8.796486412
519	8.796352398
520	8.796275848
521	8.796219603
522	8.79609596
523	8.795994286
524	8.795968438
525	8.795887739
526	8.79577796
527	8.795734395
528	8.795659498
529	8.795558679
530	8.79545525
531	8.795356471
532	8.795234124
533	8.795075807
534	8.79497567
535	8.794833744
536	8.794828205
537	8.794826736
538	8.794739001
539	8.794625202
540	8.794534078
541	8.794429361
542	8.794301609
543	8.794251821
544	8.794207969
545	8.794184273
546	8.794056068
547	8.794014715
548	8.793920945
549	8.793864728
550	8.79379893
551	8.793689246
552	8.793568426
553	8.793485213
554	8.793411966
555	8.793390346
556	8.793378664
557	8.793276919
558	8.793215852
559	8.793194258
560	8.793193204
561	8.793168195
562	8.793114218
563	8.793009175
564	8.792940031
565	8.792846774
566	8.79282974
567	8.792695777
568	8.792619468
569	8.79247576
570	8.79240379
571	8.792336598
572	8.792250311
573	8.792174419
574	8.792076165
575	8.792008965
576	8.791877883
577	8.791781671
578	8.791634994
579	8.791577173
580	8.791502648
581	8.791408753
582	8.791271666
583	8.791204263
584	8.791079753
585	8.791044138
586	8.790980723
587	8.790901209
588	8.790821744
589	8.790817822
590	8.790739548
591	8.790701169
592	8.790651958
593	8.790507309
594	8.790406209
595	8.790384667
596	8.790299625
597	8.79020726
598	8.790117241
599	8.789994298
600	8.78990557
601	8.789747831
602	8.789631409
603	8.789429505
604	8.789349818
605	8.789238857
606	8.789223175
607	8.789144333
608	8.789082736
609	8.789066196
610	8.789023287
611	8.789020648
612	8.789016815
613	8.788889759
614	8.78879785
615	8.788671553
616	8.788611707
617	8.788508161
618	8.788403661
619	8.788286588
620	8.788170548
621	8.788159268
622	8.788031408
623	8.787900037
624	8.787796901
625	8.787688344
626	8.787644106
627	8.787469168
628	8.787429052
629	8.787381892
630	8.787283269
631	8.787158926
632	8.787081932
633	8.787073843
634	8.78690789
635	8.786858758
636	8.786785433
637	8.786782416
638	8.786693853
639	8.786682159
640	8.786600792
641	8.786499212
642	8.78645952
643	8.786332209
644	8.786254509
645	8.78620488
646	8.786168309
647	8.786080357
648	8.786006408
649	8.78598993
650	8.785914738
651	8.785876974
652	8.785790964
653	8.7857046
654	8.785676594
655	8.785662012
656	8.785569692
657	8.785502658
658	8.785470402
659	8.785295781
660	8.785200956
661	8.7850734
662	8.7849718
663	8.784934616
664	8.784859642
665	8.78477825
666	8.784690341
667	8.784637275
668	8.78455486
669	8.784481202
670	8.784453919
671	8.784292714
672	8.784134757
673	8.784025671
674	8.783944787
675	8.783926319
676	8.783794169
677	8.783682819
678	8.783540348
679	8.783469314
680	8.783354672
681	8.783271169
682	8.783239494
683	8.78317342
684	8.78307442
685	8.783057332
686	8.782941732
687	8.782880697
688	8.782871073
689	8.782817166
690	8.78279071
691	8.782748685
692	8.782629775
693	8.782531302
694	8.782340637
695	8.782286335
696	8.782245935
697	8.782166143
698	8.782094483
699	8.782005088
700	8.781902089
701	8.781806502
702	8.781693841
703	8.781599413
704	8.781487241
705	8.781468696
706	8.781383494
707	8.781320813
708	8.781205932
709	8.781192914
710	8.781128409
711	8.781115849
712	8.781087789
713	8.781032904
714	8.780957509
715	8.780907654
716	8.780899922
717	8.780810981
718	8.780760905
719	8.780637096
720	8.780506038
721	8.780474959
722	8.780394135
723	8.780353434
724	8.780335613
725	8.780312332
726	8.780227382
727	8.780130892
728	8.780067944
729	8.780023212
730	8.77993122
731	8.779864371
732	8.779769803
733	8.779728517
734	8.779686446
735	8.779606627
736	8.779539102
737	8.779472557
738	8.77938733
739	8.779332602
740	8.779222125
741	8.779093486
742	8.779000871
743	8.778902432
744	8.778814492
745	8.778729024
746	8.778668765
747	8.778501014
748	8.778373078
749	8.778345278
750	8.778234372
751	8.778173608
752	8.778097484
753	8.777942658
754	8.777805421
755	8.777693973
756	8.777602995
757	8.777522796
758	8.777436137
759	8.777385406
760	8.777277722
761	8.777166726
762	8.777037994
763	8.777019042
764	8.776924207
765	8.776872122
766	8.776727832
767	8.776608603
768	8.776511251
769	8.77641984
770	8.776353383
771	8.776309216
772	8.776173229
773	8.776093888
774	8.776004565
775	8.775950114
776	8.775836026
777	8.775733994
778	8.775657646
779	8.775629902
780	8.775551257
781	8.775505869
782	8.775422652
783	8.775320932
784	8.77526062
785	8.775207298
786	8.775166699
787	8.775130973
788	8.775039818
789	8.774986363
790	8.774903159
791	8.77483475
792	8.774740507
793	8.774673625
794	8.774609359
795	8.774532836
796	8.774517704
797	8.774467886
798	8.774354743
799	8.774309806
800	8.774175273
801	8.774114839
802	8.774029516
803	8.774009253
804	8.773878318
805	8.773801985
806	8.773703422
807	8.773679219
808	8.773592001
809	8.77347684
810	8.773388744
811	8.773328263
812	8.77325449
813	8.773194322
814	8.77310003
815	8.773019231
816	8.772936909
817	8.77292073
818	8.772850749
819	8.772785097
820	8.772725523
821	8.772635664
822	8.772609061
823	8.772544778
824	8.772435722
825	8.772413155
826	8.77233653
827	8.772289727
828	8.772192459
829	8.772113392
830	8.772076418
831	8.772013704
832	8.771922723
833	8.771872826
834	8.771861041
835	8.771788143
836	8.771700302
837	8.771580192
838	8.771521903
839	8.771422094
840	8.771333611
841	8.771223753
842	8.771158203
843	8.771070278
844	8.770984778
845	8.770934566
846	8.770858359
847	8.770841264
848	8.770757161
849	8.770682068
850	8.770626065
851	8.770546226
852	8.770476719
853	8.770401714
854	8.770345398
855	8.770217823
856	8.770114388
857	8.770065379
858	8.7699408
859	8.769916703
860	8.769873617
861	8.769765415
862	8.769693199
863	8.76957471
864	8.769538531
865	8.769470728
866	8.769420966
867	8.769355288
868	8.769340005
869	8.769254909
870	8.769196351
871	8.769106239
872	8.76908871
873	8.76904287
874	8.768980549
875	8.768924555
876	8.768839804
877	8.76874827
878	8.768694458
879	8.768619256
880	8.76859246
881	8.768463459
882	8.768388249
883	8.768248582
884	8.768203415
885	8.768168938
886	8.768084875
887	8.767998849
888	8.76791673
889	8.767824515
890	8.767803053
891	8.767699812
892	8.767609994
893	8.767549886
894	8.767467522
895	8.767414047
896	8.767322539
897	8.767223381
898	8.767175894
899	8.767138863
900	8.767110635
901	8.766976086
902	8.76691859
903	8.766916964
904	8.766894878
905	8.766829571
906	8.766768597
907	8.766682584
908	8.766609294
909	8.766526442
910	8.766427538
911	8.766289503
912	8.766203247
913	8.766093952
914	8.765994301
915	8.76589035
916	8.765839722
917	8.765779272
918	8.765726106
919	8.765640726
920	8.765562202
921	8.76553163
922	8.765495462
923	8.765442943
924	8.765352943
925	8.765264881
926	8.76523326
927	8.765175798
928	8.765115251
929	8.765040119
930	8.764982259
931	8.76489682
932	8.764816581
933	8.764748683
934	8.764718221
935	8.764627284
936	8.764533153
937	8.76449005
938	8.764444503
939	8.764412911
940	8.764375489
941	8.764361037
942	8.764309444
943	8.764252663
944	8.764162437
945	8.764151463
946	8.764109268
947	8.764036336
948	8.764009213
949	8.763958514
950	8.763943629
951	8.763857923
952	8.763810989
953	8.76373646
954	8.763644134
955	8.763583974
956	8.76351357
957	8.763455317
958	8.763432107
959	8.763301616
960	8.763270265
961	8.763189326
962	8.76306942
963	8.762956712
964	8.762933248
965	8.762913652
966	8.762866673
967	8.762829732
968	8.762778669
969	8.762658032
970	8.762573181
971	8.762560611
972	8.762481075
973	8.762417023
974	8.762329602
975	8.762317796
976	8.762278164
977	8.762187589
978	8.762129703
979	8.762076471
980	8.762014771
981	8.761984246
982	8.761902123
983	8.761801422
984	8.76172851
985	8.76171147
986	8.761640691
987	8.761624622
988	8.761522962
989	8.761438286
990	8.761358402
991	8.761283336
992	8.761227758
993	8.761131119
994	8.761055037
995	8.760973931
996	8.760901286
997	8.76088967
998	8.760860424
999	8.760842596
1000	8.760798193
1001	8.760736667
1002	8.760665139
1003	8.760620775
1004	8.760560391
1005	8.760522711
1006	8.760496367
1007	8.760472732
1008	8.760362394
1009	8.760287079
1010	8.760248848
1011	8.760191257
1012	8.760134348
1013	8.760057973
1014	8.760012704
1015	8.759903689
1016	8.75983338
1017	8.75978114
1018	8.759697813
1019	8.759689392
1020	8.759663678
1021	8.759576958
1022	8.759470145
1023	8.759398848
1024	8.759371867
1025	8.759317844
1026	8.759233191
1027	8.759165577
1028	8.759075864
1029	8.759046262
1030	8.759003872
1031	8.758938413
1032	8.758839849
1033	8.758774687
1034	8.758685077
1035	8.758594987
1036	8.758497879
1037	8.758453723
1038	8.758446013
1039	8.758372297
1040	8.758278514
1041	8.758258193
1042	8.758187961
1043	8.758146471
1044	8.758056593
1045	8.758038588
1046	8.75796723
1047	8.757910421
1048	8.757829864
1049	8.757730896
1050	8.757628633
1051	8.757584195
1052	8.757517844
1053	8.75740339
1054	8.757298481
1055	8.757238458
1056	8.757162729
1057	8.757088164
1058	8.757024811
1059	8.756959054
1060	8.756875968
1061	8.756871776
1062	8.7568243
1063	8.756705488
1064	8.75666425
1065	8.756621761
1066	8.756553221
1067	8.75650475
1068	8.75644001
1069	8.756362677
1070	8.756352024
1071	8.756267459
1072	8.756183706
1073	8.756126279
1074	8.756116881
1075	8.756018964
1076	8.755946437
1077	8.755892518
1078	8.755789792
1079	8.755683326
1080	8.755619927
1081	8.755547796
1082	8.755525449
1083	8.755465236
1084	8.755367335
1085	8.755316493
1086	8.755289258
1087	8.75519273
1088	8.755134625
1089	8.755096902
1090	8.75505049
1091	8.755011625
1092	8.754911708
1093	8.754882889
1094	8.754816594
1095	8.754737586
1096	8.754704389
1097	8.754645692
1098	8.754578787
1099	8.754495049
1100	8.754446202
1101	8.754364291
1102	8.754295355
1103	8.754199488
1104	8.754148686
1105	8.754090989
1106	8.754035672
1107	8.753969015
1108	8.753904949
1109	8.753866324
1110	8.753780385
1111	8.753712905
1112	8.75364307
1113	8.753584963
1114	8.75357439
1115	8.753490291
1116	8.753425546
1117	8.753421101
1118	8.753303507
1119	8.753283675
1120	8.753209811
1121	8.753167565
1122	8.753102639
1123	8.753030346
1124	8.753026342
1125	8.752972912
1126	8.752893023
1127	8.752816881
1128	8.752750099
1129	8.752716068
1130	8.752686517
1131	8.752621522
1132	8.752553615
1133	8.752493101
1134	8.752440566
1135	8.752374044
1136	8.752318476
1137	8.752302834
1138	8.752272226
1139	8.7522267
1140	8.752156877
1141	8.752060951
1142	8.752000293
1143	8.751998736
1144	8.751952458
1145	8.751943238
1146	8.751868224
1147	8.751801043
1148	8.751774887
1149	8.751715346
1150	8.751636817
1151	8.751593177
1152	8.751535666
1153	8.751515796
1154	8.751458031
1155	8.751404315
1156	8.751351091
1157	8.751285545
1158	8.751242679
1159	8.751165142
1160	8.75116351
1161	8.751091651
1162	8.751014496
1163	8.750948379
1164	8.750850569
1165	8.750807425
1166	8.750795133
1167	8.750783199
1168	8.750708717
1169	8.750621174
1170	8.750614982
1171	8.750561253
1172	8.750557497
1173	8.75054093
1174	8.750517531
1175	8.750457361
1176	8.750406454
1177	8.750370078
1178	8.75029801
1179	8.750213356
1180	8.750147669
1181	8.750090991
1182	8.750030371
1183	8.749987648
1184	8.749972717
1185	8.749917946
1186	8.749875696
1187	8.749815686
1188	8.74977473
1189	8.749726765
1190	8.749701905
1191	8.749618172
1192	8.7495479
1193	8.749485793
1194	8.749422167
1195	8.749410029
1196	8.749394155
1197	8.749322417
1198	8.749311573
1199	8.749252814
1200	8.749197002
1201	8.749151365
1202	8.749102259
1203	8.748997847
1204	8.748950953
1205	8.748942037
1206	8.748880164
1207	8.748854012
1208	8.748788843
1209	8.748712784
1210	8.748650766
1211	8.748601691
1212	8.748539654
1213	8.748529735
1214	8.748516368
1215	8.748471935
1216	8.748425032
1217	8.748408162
1218	8.748361247
1219	8.748275319
1220	8.748256633
1221	8.748201224
1222	8.748144924
1223	8.748132919
1224	8.748054283
1225	8.747986679
1226	8.747899664
1227	8.747846319
1228	8.747788769
1229	8.747719496
1230	8.74771075
1231	8.747638115
1232	8.747613486
1233	8.747529477
1234	8.747476468
1235	8.747382662
1236	8.747356859
1237	8.747264047
1238	8.74720015
1239	8.747121331
1240	8.74710286
1241	8.747102255
1242	8.747072756
1243	8.747067367
1244	8.747012943
1245	8.746923773
1246	8.746881656
1247	8.746858024
1248	8.746830391
1249	8.746771306
1250	8.746685451
1251	8.746623085
1252	8.746550124
1253	8.746546144
1254	8.746466465
1255	8.746393828
1256	8.746333116
1257	8.746291704
1258	8.746275281
1259	8.746187834
1260	8.746137692
1261	8.746082102
1262	8.745996486
1263	8.745969924
1264	8.745944965
1265	8.745872798
1266	8.745817508
1267	8.745810547
1268	8.745747569
1269	8.745682208
1270	8.745630097
1271	8.745555031
1272	8.745529774
1273	8.745464126
1274	8.745434082
1275	8.745350659
1276	8.745314482
1277	8.745263941
1278	8.745203521
1279	8.745134273
1280	8.745114293
1281	8.745097798
1282	8.745077641
1283	8.744999471
1284	8.744964634
1285	8.744902545
1286	8.744870869
1287	8.744806552
1288	8.744741459
1289	8.744705256
1290	8.744649248
1291	8.74457217
1292	8.744569358
1293	8.744505176
1294	8.744500794
1295	8.744493886
1296	8.744451437
1297	8.744399426
1298	8.744324338
1299	8.744289009
1300	8.744220182
1301	8.744170015
1302	8.744103399
1303	8.744034732
1304	8.744025643
1305	8.743947769
1306	8.743899456
1307	8.743892552
1308	8.743841943
1309	8.743804177
1310	8.743745479
1311	8.743723402
1312	8.743677358
1313	8.74366428
1314	8.74366213
1315	8.743657509
1316	8.743585742
1317	8.743519787
1318	8.743463788
1319	8.743450466
1320	8.743443808
1321	8.743425292
1322	8.743349958
1323	8.743309564
1324	8.743247136
1325	8.743236255
1326	8.74319927
1327	8.743189294
1328	8.7431484
1329	8.743133781
1330	8.743096566
1331	8.743019317
1332	8.742949922
1333	8.742892811
1334	8.742870372
1335	8.742825052
1336	8.742814718
1337	8.74273262
1338	8.742707037
1339	8.742684979
1340	8.742648737
1341	8.742590118
1342	8.742578133
1343	8.742541619
1344	8.742480378
1345	8.742417209
1346	8.742360365
1347	8.742342628
1348	8.742337861
1349	8.742264973
1350	8.742207832
1351	8.742183118
1352	8.742124958
1353	8.742063322
1354	8.741992582
1355	8.741921386
1356	8.741912456
1357	8.741852583
1358	8.741804529
1359	8.741735464
1360	8.741657927
1361	8.74160023
1362	8.741544356
1363	8.741482809
1364	8.741417095
1365	8.74135787
1366	8.74131071
1367	8.741276341
1368	8.741239261
1369	8.741192251
1370	8.741119054
1371	8.741049379
1372	8.74104446
1373	8.740934287
1374	8.740846983
1375	8.740805313
1376	8.740801146
1377	8.740796309
1378	8.740775965
1379	8.740691494
1380	8.74064765
1381	8.740597262
1382	8.740518306
1383	8.740499462
1384	8.7404864
1385	8.740420425
1386	8.740369415
1387	8.740337052
1388	8.740314548
1389	8.740260367
1390	8.740194939
1391	8.740179372
1392	8.740169187
1393	8.740143003
1394	8.740093946
1395	8.740033504
1396	8.739983247
1397	8.7399256
1398	8.73986986
1399	8.739805068
1400	8.739744111
1401	8.739702222
1402	8.739623361
1403	8.739551122
1404	8.739486023
1405	8.739432789
1406	8.739370094
1407	8.739333058
1408	8.739285066
1409	8.739229971
1410	8.739161952
1411	8.739150062
1412	8.73909436
1413	8.739026853
1414	8.739003926
1415	8.738926565
1416	8.738867706
1417	8.738804467
1418	8.738729117
1419	8.738703349
1420	8.738648903
1421	8.738578954
1422	8.738523709
1423	8.738465217
1424	8.738375592
1425	8.738312605
1426	8.738307808
1427	8.738300203
1428	8.738232148
1429	8.738175692
1430	8.73810391
1431	8.738044137
1432	8.737985082
1433	8.737973334
1434	8.737959622
1435	8.737911215
1436	8.737891924
1437	8.737849045
1438	8.737785272
1439	8.737732609
1440	8.737674511
1441	8.737648096
1442	8.737629147
1443	8.737567456
1444	8.737529165
1445	8.737483077
1446	8.737417851
1447	8.737348468
1448	8.737323273
1449	8.737309448
1450	8.737246715
1451	8.737186268
1452	8.737140777
1453	8.737121529
1454	8.737059874
1455	8.737033371
1456	8.736980059
1457	8.736914594
1458	8.736809442
1459	8.736759603
1460	8.73667172
1461	8.736652816
1462	8.736624643
1463	8.736575846
1464	8.736522179
1465	8.736462896
1466	8.73645949
1467	8.736431416
1468	8.736379577
1469	8.736325302
1470	8.736284306
1471	8.736279766
1472	8.736208993
1473	8.736177272
1474	8.736150972
1475	8.736131151
1476	8.736082986
1477	8.73606093
1478	8.736014416
1479	8.735974198
1480	8.735957026
1481	8.735905686
1482	8.735834121
1483	8.73576408
1484	8.735679984
1485	8.735663446
1486	8.735620881
1487	8.735600157
1488	8.735597285
1489	8.735545919
1490	8.735481062
1491	8.735455953
1492	8.735394949
1493	8.735324856
1494	8.735264618
1495	8.735234836
1496	8.735196608
1497	8.735173153
1498	8.73513149
1499	8.735099825
